Entity1,Entity2,Strength,Content
糕点,过氧化值,1,同时，很多糕点往往没有包装，长时间以散装形式销售，容易使糕点中的油脂酸价、过氧化值等理化指标超标，食用酸价和过氧化值不达标糕点，会导致人体肠胃不适、腹泻并损害肝脏。
食用油脂,过氧化值,1,　　据悉，过氧化值是衡量食用油脂新鲜度和氧化酸败程度的重要卫生指标，一般来说，过氧化值越高，其酸败就越厉害，严重时会有哈喇味，会损害人体肝脏。
膨化食品,羰基价,1,     　　在食药监部门公布的抽检中，经常可以看到不少品牌的膨化食品羰基价超标。
面包,偶氮甲酰胺,1,使用了偶氮甲酰胺的塑料可以用来生产鞋底，不等于“面包中含有鞋底原料”;淀粉可以用于生产可降解塑料，不等于“面包中含有塑料饭盒成分”;许多食品乳化剂也用于油墨生产，不等于“冰激凌中含有油墨成分”。
肉制品,瘦肉精,1,　　根据工作安排，今年围绕重点产品、重点行业，着力开展九个方面的治理整顿：一是开展食用农产品质量安全源头治理，加大土地和水污染治理力度，严格农业投入品管理，严厉打击使用禁用农兽药、“瘦肉精”等违禁物质的行为;二是深入开展婴幼儿配方乳粉专项整治，严厉打击非法添加非食用物质、超范围超限量使用食品添加剂等行为;三是开展畜禽屠宰和肉制品专项整治，依法严惩收购加工病死畜禽、出售不合格肉制品等违法违规行为;四是开展食用油安全综合治理，深入推进餐厨废弃物资源化利用和无害化处理，严禁非法收购、运输、加工餐厨废弃油脂等;五
馒头,甜蜜素,1,　　甜蜜素到底能不能与馒头“牵手”?
饼干,焦亚硫酸钠,1,为了更好地控制饼干形态，大部分饼干企业会在加工中使用焦亚硫酸钠(SMS，Na2S2O5)或饼干复配改良剂，还有小部分企业将焦亚硫酸钠和单酶(蛋白酶)搭配使用。
鳗鱼,大肠菌群,1,其中，天猫网站东美食品旗舰店销售的香辣鳗鱼丝大肠菌群检出值为930MPN/100g，超出标准规定30倍。
味精,山梨酸,1,　　淘宝网站有两批次食品被通报：兄弟创业海味店兄弟海湾销售的标称烟台海卓商贸有限公司分装的碳烤马面鱼片，山梨酸检出值为4.2g/kg，比标准规定高出3.2倍；千调万品销售的标称上海味丹企业有限公司生产的味丹味精，谷氨酸钠检出值为89.8%，比标准规定低9.3%。
饼干,铅,1,饼干中“铅”含量超标,长期食用对人体视觉运动功能,记忆、反应时间,语言和空间抽象能力会有所改变,易出现疲劳、失眠、烦躁、头痛及多动等症状。
大米,镉,1,　　近年来，各地又不断曝出镉大米、毒生姜等新的食品安全事件，网购食品成为潮流、婴幼儿食品质量问题频发。
肉制品,过氧化值,1, 影响肉制品中酸价和过氧化值的测定
蜂蜜,甜蜜素,1,　　很多饮料都含有大量白糖，有的还使用甜蜜素，虽然喝起来都是甜的，但效果完全不同，单纯的白糖热量高，的确不利于减肥，而蜂蜜既有着普通甜品的美味，又有着保健类食品的药用和保健功能。
臭豆腐,挥发性盐基氮,1,　　臭豆腐在发酵过程中极易被微生物污染，它还含有大量的挥发性盐基氮和硫化氢等。
蜂蜜,菌落总数,1,　　此外，美康欣国际贸易(北京)有限公司从新西兰进口的一批蜜昂兰麦卢卡蜂蜜(UMF10+)，菌落总数超标。
茶叶,稀土,1,　　其中,5种被下架茶叶均被检测出稀土超标。
铁观音,稀土,1,标注福建省安溪新圳茶厂生产的散装铁观音稀土含量高达标准值的9倍,标注云南省昆明市西山区春明茶厂生产的散装普洱茶稀土含量超过标准值的3倍。
牛奶,吗啡,1,最好晚上喝牛奶，因牛奶中含有一种能使人产生疲倦欲睡的生化物L色氨酸，还有微量吗啡类物质，这些物质都有一定的镇静催眠作用，特别是L色氨酸它是大脑合成羟色的主要原料，五羟色胺对大脑睡眠起着关键的作用，它能使大脑思维活动暂时受到抑制，从而使人想睡眠，并且无任何副作用，而且牛奶粘在胃壁上吸收也好，牛奶中的钙还能清除紧张情绪，所以它对老年人的睡眠更有益，故晚上喝牛奶好，有利于人们的休息和睡眠。
腐竹,吊白块,1,　　为了使生产的腐竹外观好看、韧性好，2011年9月开始，湖南邵阳人龙菊香在腐竹的制作过程中，往豆浆中凭感觉随意添加吊白块。
油条,铝,1,　　六、铝油条
膨化食品,铝,1,　　今年7月1日起，国家卫计委、质检总局等五部门联合发布的《关于调整含铝食品添加剂使用规定的公告》，“禁止将酸性磷酸铝钠、硅铝酸钠和辛烯基琥珀酸铝淀粉用于食品添加剂生产、经营和使用，膨化食品生产中不得使用含铝食品添加剂”。
面粉,溴酸钾,1,溴酸钾在发酵、醒发及焙烤工艺过程中起到一种氧化剂的作用，有助于面粉定型及烘焙，在焙烤业被认为是最好的面粉改良剂之一。
白砂糖,甜蜜素,1,详细说就是以白砂糖为主的，能给人提供碳水化合物(可升血糖)的糖和不能提供碳水化合物(不升血糖)的食品添加剂，如甜蜜素、阿斯巴甜等。
河蟹,镉,1,就河蟹而言，台州、嘉兴以及绍兴地区的河蟹蟹黄中镉含量分别为0.239µg/g，0.225µg/g以及0.174µg/g，基本在同一水平线上，湖州地区较高为0.343µg/g，而杭州地区最高，达到了1.217µg/g，超过限量值1.4倍。
青蟹,镉,1,就青蟹而言，本文研究了温州及台州地区，其中台州地区的青蟹蟹黄中镉含量为0.629µg/g，而温州地区则较高，达到了1.090µg/g，两则均超过了限量值。
肉制品,亚硝酸盐,1,　　据了解，加工类肉制品中的食品添加剂亚硝酸盐常被看作致癌的元凶。
肉制品,菌落总数,1,其中2批次分别来自1号店、京东商城销售的肉制品因菌落总数超标被通报。
鸭蛋,苏丹红,1,但根据国内专家所做的食品安全风险评估显示，每人每天长期吃一千个含有微含量的苏丹红红心鸭蛋，才会对身体造成健康。
白酒,塑化剂,1,     　　2012年底以来，白酒中塑化剂问题引起社会广泛关注。
豆制品,金黄色葡萄球菌,1,　　熟肉制品中检测出只检测出感染了金黄色葡萄球菌，未发现其他菌种的存在，和非发酵性豆制品(95.8%)相比较，其合格率(96.3%)明显高于前者。
酱油,亚硝酸盐,1,再比如酱油中的亚硝酸盐，它进入人体后会发生亚硝化反应，生成致癌物质亚硝氨，使肝脏、食管等发生癌变。
腊肉,亚硝酸盐,1,如腊肠就少不得亚硝酸盐，腊肉中最易长剧毒的肉毒梭菌，亚硝酸盐是唯一能够克住它的。
月饼,发霉,1,2010年，南宁一消费者购买到了某企业生产的发霉月饼，经调解企业和消费者达成协议按照“原价十倍”赔偿，成为广西第一例十倍赔偿的案例，结果也仅赔偿4,470元。
生鲜乳,瘦肉精,1,畜牧业突出强化兽用抗生素生产、经营和使用管理，继续深化“瘦肉精”、生鲜乳整治，严防出现反弹。
包装饮用水,菌落总数,1,目前我国部分食品安全国家标准中对菌落总数作了限量规定，但有的并未规定，还有的原来的标准中有规定但在标准修改时取消了规定，如GB 19298-2014《食品安全国家标准 包装饮用水 》（欢迎关注 拆那哈赛坡）就取消了原GB19298-2003《瓶（桶）装饮用水卫生标准》中的菌落总数限量指标；又如，GB19295-2011《食品安全国家标准速冻面米制品》就取消了原GB19295-2003《速冻预包装面米食品卫生标准》中“生制品”的菌落总数限量指标，这些都是建立在对食品安全风险充分评估基础上得出的科学结论。
油条,铝,1,     　　【食安中国网讯】晨报讯(记者 肖丹)很多消费者会购买超市里的散装食品，但北京市食品药品监督管理局昨日公布的食品安全信息显示，12种不合格食品中有5种是散装食品，涉及物美、美廉美、京客隆、顺天府等知名商家，其中，物美大卖场新街口店销售的散装油条铝的实测值是标准值的近八倍，美廉美西安门店销售的一款海蜇头铝的实测值是标准值的十倍多。
猪肉,瘦肉精,1,大剂量用瘦肉精在饲料中可以促进猪的增长，减少脂肪含量，提高瘦肉率，但食用含有瘦肉精的猪肉对人体有害。
肉制品,瘦肉精,1,据介绍，瘦肉精在我国已经禁用，按照国家相关规定，瘦肉精在肉制品中的检出率应该为零。
生鲜乳,瘦肉精,1,畜牧业方面，开展奶站和饲料专项整治，将现有奶站和生鲜乳运输车全部纳入监管范围;开展“瘦肉精”专项整治，侦破案件160余起，基本摧毁了地下生产经营网络;开展抗菌药专项整治，加强兽药残留监控，初步遏制了抗生素滥用问题。
豇豆,瘦肉精,1,建立农产品质量安全舆情监测、信息报送、上下联动和联防联控机制，强化应急反应，及时处置了“豇豆农药超标”、“瘦肉精”等突发问题，将发面影响降到最低程度。
月饼,菌落总数,1,抽查结果显示，合格率98.2%，2批“诗香味”月饼菌落总数超标。
月饼,铝,1,111批次的月饼总共经过了27个检验项目的检验，其中包括甜味剂、着色剂、铝、过氧化苯甲酰、致病菌等重点检验项目。
饮用纯净水,菌落总数,1,　　饮用纯净水 馨康乐 2014.5.31 北京馨康乐科技有限公司 菌落总数
饮用纯净水,菌落总数,1,而佛山市顺德区大良顺之星饮料厂生产的明御泉六角18.9L/桶饮用纯净水(2014.08.21生产)菌落总数竟超标1500多倍。
馒头,铝,1,　　此次抽验中，铝残留量超标问题突出，有19批次的面制食品铝残留量指标超过标准规定，其中常熟市碧溪新区碧溪东路一家馒头店出售的肉馒头铝的残留量检测值达796 mg/kg，超过标准量近七倍。
白酒,塑化剂,1,2011年，台湾曝出饮料人为添加，数百种产品“沦陷”;2012年，白酒塑化剂检出超标，对人体健康危害几何、消费者知情权如何保障也成为质疑焦点。
蜂蜜,甜蜜素,1,从2014年的抽检结果看，在酒、蜂蜜中违规添加甜蜜素，以工业胶代替食用胶情况均有发生，在台湾以饲料用油代替食品用油的问题关键是原料掺假。
茶叶,瘦肉精,1,其中，蔬菜、水果、茶叶、畜禽产品和水产品监测合格率分别为96.8%、92.9%、99.7%、99.3%和96.3%，畜产品瘦肉精监测合格率99.9%。
猪肉,瘦肉精,1,中国食品追溯小编了解到，今年以来江苏未检出含瘦肉精的猪肉。
蛋糕,山梨酸,1,我国经过进一步研发该检测技术，尝试采用“固相萃取-高效液相色谱”检测方法，能够对蛋糕类食品中的脱氧乙酸、山梨酸等迅速定量检测。
猪肉,瘦肉精,1,大剂量用瘦肉精在饲料中可以促进猪的增长，减少脂肪含量，提高瘦肉率，但食用含有瘦肉精的猪肉对人体有害。
肉制品,瘦肉精,1,据介绍，瘦肉精在我国已经禁用，按照国家相关规定，瘦肉精在肉制品中的检出率应该为零。
茶叶,稀土,1,　　就在近期,原本人们很陌生的稀土成了热门话题,众多茶叶因它超标而“中枪”,将国家标准推向了舆论的“风口浪尖”。
大米,稀土,1,　　大米玉米等多种食品都含稀土
绿茶,稀土,1,　　因此相比绿茶等嫩叶茶,使用较成熟叶片的茶产品中的稀土更容易“超标”。
菠菜,稀土,1,　　在现行国家标准中,同样规定了稻谷、玉米、小麦和除菠菜之外的蔬菜和水果中的稀土限量。
铁观音,稀土,1,2011年,联合利华(中国)有限公司生产的一批次“立顿”铁观音袋泡茶稀土超标,上了国家质检总局不合格产品黑名单。
肉制品,菌落总数,1,　　据介绍，传统作坊式牛肉干生产主要靠太阳晒、烧土炕烘，生产的牛肉干品质次、污染严重，与现代肉制品加工工艺生产的产品比较，缺乏无菌包装条件，容易造成菌落总数超标。
白酒,塑化剂,1,　　近两年多，受到塑化剂风波、限制“三公”消费等影响，白酒行业急转直下，企业净利等纷纷骤减。
大米,镉,1,罗云波具体举例说，土壤污染造就了“镉大米”，雾霾天气造成大气沉降和作物污染，形成了食品安全的新课题。
面包,发霉,1,　　近日，《谁给灾民吃发霉面包?
面包,霉菌,1,　　▲张女士打开包装发现上面的4片面包都已经长了绿色的霉菌，下边的面包却没有问题。
面包,发霉,1,　　过了一晚面包就发霉了
月饼,脱氢乙酸,1,　　常见的月饼防腐剂是山梨酸钾、脱氢乙酸钠两种。
面包,偶氮甲酰胺,1,使用了偶氮甲酰胺的塑料可以用来生产 鞋底，不等于“面包中含有鞋底原料”;淀粉可以用于生产可降解塑料，不等于“面包中含有塑料饭盒成分”;许多食品乳化剂也用于油墨生产，不等于“冰激凌中 含有油墨成分”。
白酒,塑化剂,1,     　　原标题：卫计委 白酒含微量塑化剂可接受
茶叶,三氯杀螨醇,1,　　此外,在此次茶叶及其相关制品抽检中,深圳市乐知福贸易有限公司分装的知福碧螺春茶检出禁止使用的农药三氯杀螨醇。
辣条,甜蜜素,1,常在学校周边出现的辣条，包装上就注明甜蜜素、阿巴斯甜、山梨酸钾、纽甜和单硬脂酸甘油酯等9种食品添加剂。
生鲜乳,瘦肉精,1,深入开展农产品质量安全监管年活动，大力推进农药及农药使用、畜产品“瘦肉精”、生鲜乳违禁物质、兽用抗菌药、畜禽屠宰、水产品禁用药物和有毒有害物质、农资打假等7项专项整治行动。
辣条,菌落总数,1,7日，国家食药监总局发布单独消费提示，在近期抽检中发现不少“辣条”都存在超范围、超限量使用防腐剂、色素以及菌落总数超标等问题，建议儿童、在校学生尽量“适量食用”。
凉皮,吊白块,1,经审查：犯罪嫌疑人薛某(女，32岁，薛城区人)自2013年3月以来，伙同丈夫张某、姐夫满某、姐姐张某在凉皮生产中为改变色泽，增加凉皮柔韧度加入硼砂、硼酸等大量有毒有害物质，生产成品凉皮10万余张，加工面筋过程中为改变色泽掺入吊白块等有毒有害物质，在市场上销售，从中非法获利10万余元。
肉制品,挥发性盐基氮,1,　　挥发性盐基氮超标说明生产用原料肉可能已经不新鲜;也可能是肉制品在腌制过程中卫生条件控制不当，受细菌污染，导致超标。
酱油,氨基酸态氮,1,氨基酸态氮含量越高，酱油的质量越好，鲜味越浓。
肉制品,挥发性盐基氮,1,　　挥发性盐基氮超标说明生产中可能使用了不新鲜的原料;也可能是肉制品在腌制过程中卫生条件控制不当，受细菌污染，导致超标。
酱油,氨基酸态氮,1,氨基酸态氮含量越高，酱油的质量越好，鲜味越浓。
白酒,氰化物,1,　　大伙常吃的苹果、樱桃、杏仁、木薯、白酒等食物中都潜藏氰化物!不过大伙不要害怕，只要掌握正确的选购或食用方法，就不会遭受氰化物的毒害。
酒类,氰化物,1,之所以很多酒类会被氰化物污染，主要源于其选择的生产原料。
白砂糖,安赛蜜,1,	水、风味发酵乳、白砂糖、赤藓糖醇、安赛蜜、三氯蔗糖等
辣椒,日落黄,1,当事人现场清洗水产品后，直接加入油溶性辣椒精、日落黄、调味料等进行加工制作。
乳品,三聚氰胺,1,　　1.1 乳制品行业问题不断，08年的三聚氰胺事件、黄曲霉事件、老酸奶明胶事件等质量安全事件频发，使得乳品行业逐步成为高危行业。
馒头,铝,1,而根据国家规定，包子馒头等蒸煮类食品禁止使用任何的含铝添加剂。
膨化食品,铝,1,　　膨化食品今后不能再有铝
油条,铝,1,　　油条粉条海蜇依然要伴“铝”
饼干,焦亚硫酸钠,1,　　•灵活性可在韧性饼干，苏打、威化等饼干中单独或与其他帝斯曼酶制剂协同替代焦亚硫酸钠。
肉制品,亚硝酸盐,1,另外，亚硝酸盐是一种允许使用的食品添加剂（如允许用于肉及肉制品的生产加工中），只要控制在安全范围内使用不会对人体造成危害，只有长期大量食用含亚硝酸盐的食物才有致癌的隐患。
生鲜乳,三聚氰胺,1,今年河南省生鲜乳监测对象为488个生鲜乳收购站和301辆生鲜乳运输车，检测项目为三聚氰胺等违禁添加物。
乳品,三聚氰胺,1,　　提起我国的乳品及乳制品行业，常会让人联想到2008年的食品安全事件——“三聚氰胺”事件。
酱油,苯甲酸,1,例如酱牛肉的制作中不允许使用苯甲酸，其原料之一的酱油中却允许使用苯甲酸，如此在酱牛肉中检测出的苯甲酸也应符合标准。
饮用纯净水,菌落总数,1,其中北京中科圣泽科技发展有限公司生产的中科18.9升饮用纯净水菌落总数高达300cfu/g，超标高达15倍。
玉米油,黄曲霉毒素,1,但在玉米油生产中，若玉米胚生产和储存条件不当，如长时间的酸性水浸泡、干燥不完全，储存过程发热霉变、长时间储存的陈化等，都可能致使其酸值高、色泽深、风味差、甚至产生黄曲霉毒素有害健康的物质。
面制品,铝,1,　　背景导读：铝化合物在我国食品加工业有着数百年的应用时，以明矾(硫酸钾铝，硫酸铝安)为代表的含铝食品添加剂在食品工业界应用广泛(如作为膨化机用于面制品，作为固化剂用于海蜇加工)。
雪糕,菌落总数,1,而同样以童年回忆为卖点的北冰洋双把雪糕曾在2011年被北京市质监局检测发现菌落总数超标两倍多。
花生,发霉,1,花生、大豆、米、面等发霉后，可产生强致癌物黄曲霉素，可导致肝癌、胃癌等。
粉丝,铝,1,　　广州极润食品科技有限公司生产的仟润牌红薯仟润粉丝被检出44.1mg/kg的致癌物铝。
饮用纯净水,菌落总数,1,其中，广州市裕龙山泉水有限公司生产的甘龙牌饮用天然净水菌落总数超标3100倍，花都区大布泉桶装水厂生产的高山泉牌饮用水菌落总数超标80倍，增城雾岭山饮用水厂生产的雾岭山牌饮用纯净水饮用水菌落超标6倍。
生鲜乳,三聚氰胺,1,　　值得一提的是，农业部连续7年实施生鲜乳质量监测计划，三聚氰胺等违禁添加物抽检合格率保持在100%。
鳊鱼,孔雀石绿,1,　　水产品中，上海嘉定乐购生活购物有限公司销售的丁桂鱼、上海世纪联华超市宝山庙行有限公司销售的鳊鱼检出孔雀石绿不合格。
筷子,二氧化硫,1,　　福建省产品质量检验研究院建材机械所检验员表示，生产一次性竹筷需要用硫磺熏蒸使之变白，如将筷子放入热水中，二氧化硫遇热水后会进行逆反应，漂白效果消失，筷子就会恢复黄色，水也被染黄。
筷子,发霉,1,　　看外观：如果筷子上出现非竹子或木头本色的斑点，则很可能已经发霉变质;颜色太白则可能是用高浓度漂白剂漂过的。
面包,脱氢乙酸,1,　　再看面包包装的配料表，有的面包包装上注明的防腐剂有丙酸钙、脱氢乙酸钠两种，而保质期较长的法式软面包含有硬脂酰乳酸钙、脱氢乙酸钠、山梨酸钾等多种防腐剂。
辣椒,敌敌畏,1,     据通告，不合格的为酉阳县城南农贸市场罗记芳销售的香菇乐果超标，酉阳县城南农贸市场罗记芳销售的白蘑菇乐果超标，酉阳县桃花源镇翠屏街25号周飞销售的青辣椒敌敌畏超标。
茶叶,三氯杀螨醇,1,今年以来，各地食药监部门在茶叶中多次检出了三氯杀螨醇，多款茶叶品牌“榜上有名”。
铁观音,三氯杀螨醇,1,　　7月1日，在北京两家物美店里销售的、安溪县长坑建鸿茶厂“爱丽丝”铁观音和安徽歙县徽苑商贸有限公司“爱丽丝”茉莉花茶春毫，因检出三氯杀螨醇被北京市食药监局责令下架。
乌龙茶,三氯杀螨醇,1,　　3月，山东省食药监局公布，济南市古堂香茗茶生产的乌龙茶有三氯杀螨醇。
馒头,菌落总数,1,     　　白白净净的袋装馒头很多消费者都买过，但北京市食品药品监督管理局昨日发布的食品安全信息里，四款“瑞丰”牌馒头类产品因菌落总数超标而被全市停售。
刀切馒头,菌落总数,1,　　这些产品均由北京建海春食品有限公司生产，问题最严重的是“瑞丰”牌刀切馒头，菌落总数实测值为标准值的22倍。
凉皮,环己基氨基磺酸钠,1,　　水晶凉皮 龙峰 2014.6.18 登封市龙峰食品有限公司 环己基氨基磺酸钠
牛排,过氧化值,1,　　手撕牛排味-素食 顺天缘 2014.5.3 郑州顺天缘食品有限公司 过氧化值
调味面制食品,环己基氨基磺酸钠,1,　　(调味面制食品) 环己基氨基磺酸钠
蜂蜜,菌落总数,1,问题蜂蜜的主要产地为澳大利亚以及泰国，其中11批为澳华盛业进出口贸易(北京)有限公司进口的、“Mothersmilk Dairy Product Australia Pty Ltd”制造的蜂产品，包括摇篮山革木花蜂蜜(500g)、摇篮山三叶草蜂蜜(500g)、摇篮山麦卢卡蜂蜜10+(500g)、摇篮山麦卢卡蜂蜜100+(500g)、塔芙娜圣诞树蜂蜜(380g)、塔芙娜生姜调制蜂蜜浆(160g)、塔芙娜香草味调制蜂蜜浆(160g)、塔芙娜薰衣草味调制蜂蜜浆(160g)，均因“菌落总数”超标被退货。
猪肉,瘦肉精,1,　　北京市动物卫生监督所执法人员现场采样后送到具有资质的实验室进行检测，发现这些生猪的猪肉水分严重超标，系“注水肉”，而且含瘦肉精。
小麦粉,偶氮甲酰胺,1,在我国，卫生部公布的《食品添加剂使用标准》中，“偶氮甲酰胺可用于小麦粉，最大使用量为0.045g/kg”。
面条,铅,1,     　　近日，瑞士雀巢公司所产“美极”面条在印度检出曝出铅超标7倍，雀巢印度公司深陷舆论漩涡。
面条,铅,1,　　近日，瑞士雀巢公司所产“美极”面条在印度检出曝出铅超标7倍，雀巢印度公司深陷舆论漩涡。
味精,铅,1,薄凯声称,雀巢公司进行了1035次实验,并未在方便面中发现铅或味精,公司正在试图弄清楚印度实验室是如何检测的。
大饼,发霉,1,记者看到，经过一个月的艰苦采挖，班贡一行人个个面容黢黑，没吃完的大饼已开始发霉。
米粉,三聚氰胺,1,三聚氰胺等奶粉事件倒逼了我国0～3周岁婴幼儿食品中的奶粉和米粉等配方食品严格标准的出台，但遗憾的是3周岁以上儿童食品以及其他类型的儿童食品却至今游离在监管体系之外。
食用油脂,过氧化值,1,　　过氧化值是衡量食用油脂新鲜度和氧化酸败程度的重要卫生指标，一般来说， 食物中过氧化值超标的话,说明这种食物已经酸败,严重时会有哈喇味。
花生,过氧化值,1,　　记者发现，此次下架食品中有近半数是因为过氧化值超标，像顺义国泰商业大厦国泰宏城生活购物广场销售的、丰裕食品(北京)有限公司生产的香辣花生，永辉超市有限公司顺义分公司销售的、标称山东枣花香食品工业有限公司生产的“御园枣花香”琥珀桃仁，天津市腾辉食品有限公司生产的“腾飞荣达”日本豆等。
猪肉,瘦肉精,1,同时，执法人员利用快检设备对鲜猪肉、水发产品、新鲜蔬菜、水果进行了现场抽检，检测项目包括鲜猪肉中的瘦肉精、猪肉水分、海蜇头、鱿鱼、海带、海白菜中的甲醛含量、新鲜蔬菜、水果中的农药残留等，共检测样品137份，检测项目5项，检出弱阳性（有安全隐患）海带样品2份，执法人员现场要求该商品立即下架，停止销售。
月饼,糖精钠,1,糖精钠是食品添加剂，但不允许在月饼中添加。
茶叶,啶虫脒,1,　　“新指令主要涉及4项农药残留指标，包括异丙隆、啶氧菌酯、嘧霉胺和啶虫脒，标准都比原来提高了1倍，含量从0.1ppm变成为0.05ppm，此外还对我国茶叶增加了唑虫酰胺残留的检测。”
茶叶,啶虫脒,1,新标准主要涉及4项农药残留指标，包括异丙隆、啶氧菌酯、嘧霉胺和啶虫脒，标准都比原来提高了1倍，含量从0.1ppm变成为0.05ppm，此外还对我国茶叶增加了唑虫酰胺残留的检测。
肉制品,亚硝酸盐,1,　　记者采访了南京江宁区市场监管局食品安全监管科贺亮，他表示按照食品添加剂的标准，亚硝酸盐在肉制品当中含量应小于等于30毫克每千克，而该企业检测出来是73毫克每千克。
生鲜乳,罂粟壳,1,     【食安中国网讯】火锅调味料中检出罂粟壳，300多家生鲜乳饮品店总体不合格率过半……
茶叶,稀土,1,虽然好茶众人皆爱，但愈演愈烈的茶叶“稀土含量超标事件”却不禁让人们谈“稀土”色变。
鸭蛋,苏丹红,1,　　自2006年“苏丹红鸭蛋”事件开始，食品安全相关话题就不断刺激者消费者敏感的神经，并吸引着全社会的眼光。
生鲜乳,瘦肉精,1,深入开展农产品质量安全监管年活动，大力推进农药及农药使用、畜产品“瘦肉精”、生鲜乳违禁物质、兽用抗菌药、畜禽屠宰、水产品禁用药物和有毒有害物质、农资打假等7项专项整治行动。
